ID,FINE_ART_Scholarship _19/FAL,CLASS_19/FAL,ALTCUM_GPA_19_FAL,FINE_ARTS_Scholarship _19/FAL,MAJOR_FIXED_19/FAL,RETURN_BIN_19/FAL,Role_19/FAL,SPORT_19/FAL,Sport_19/FAL,FINE_ART_Scholarship _20/SPR,CLASS_20/SPR,ALTCUM_GPA_20/SPR,FINE_ARTS_Scholarship _20/SPR,MAJOR_FIXED_20/SPR,RETURN_BIN_20/SPR,Role_20/SPR,SPORT_20/SPR,Sport_20/SPR,FINE_ART_Scholarship _20/FAL,CLASS_20/FAL,ALTCUM_GPA_20/FAL,FINE_ARTS_Scholarship _20/FAL,MAJOR_FIXED_20/FAL,RETURN_BIN_20/FAL,Role_20/FAL,SPORT_20/FAL,Sport_20/FAL,FINE_ART_Scholarship _21/SPR,CLASS_21/SPR,ALTCUM_GPA_21/SPR,FINE_ARTS_Scholarship _21/SPR,MAJOR_FIXED_21/SPR,RETURN_BIN_21/SPR,Role_21/SPR,SPORT_21/SPR,Sport_21/SPR,FINE_ART_Scholarship _21/FAL,CLASS_21/FAL,ALTCUM_GPA_21/FAL,FINE_ARTS_Scholarship _21/FAL,MAJOR_FIXED_21/FAL,RETURN_BIN_21/FAL,Role_21/FAL,SPORT_21/FAL,Sport_21/FAL,FINE_ART_Scholarship _22/SPR,CLASS_22/SPR,ALTCUM_GPA_22/SPR,FINE_ARTS_Scholarship _22/SPR,MAJOR_FIXED_22/SPR,RETURN_BIN_22/SPR,Role_22/SPR,SPORT_22/SPR,Sport_22/SPR,FINE_ART_Scholarship _22/FAL,CLASS_22/FAL,ALTCUM_GPA_22/FAL,FINE_ARTS_Scholarship _22/FAL,MAJOR_FIXED_22/FAL,RETURN_BIN_22/FAL,Role_22/FAL,SPORT_22/FAL,Sport_22/FAL,FINE_ART_Scholarship _23/SPR,CLASS_23/SPR,ALTCUM_GPA_23/SPR,FINE_ARTS_Scholarship _23/SPR,MAJOR_FIXED_23/SPR,RETURN_BIN_23/SPR,Role_23/SPR,SPORT_23/SPR,Sport_23/SPR,FINE_ART_Scholarship _23/FAL,CLASS_23/FAL,ALTCUM_GPA_23/FAL,FINE_ARTS_Scholarship _23/FAL,MAJOR_FIXED_23/FAL,RETURN_BIN_23/FAL,Role_23/FAL,SPORT_23/FAL,Sport_23/FAL,FINE_ART_Scholarship _24/SPR,CLASS_24/SPR,ALTCUM_GPA_24/SPR,FINE_ARTS_Scholarship _24/SPR,MAJOR_FIXED_24/SPR,RETURN_BIN_24/SPR,Role_24/SPR,SPORT_24/SPR,Sport_24/SPR,FINE_ART_Scholarship _24/FAL,CLASS_24/FAL,ALTCUM_GPA_24/FAL,FINE_ARTS_Scholarship _24/FAL,MAJOR_FIXED_24/FAL,RETURN_BIN_24/FAL,Role_24/FAL,SPORT_24/FAL,Sport_24/FAL,FINE_ART_Scholarship _25/SPR,CLASS_25/SPR,ALTCUM_GPA_25/SPR,FINE_ARTS_Scholarship _25/SPR,MAJOR_FIXED_25/SPR,RETURN_BIN_25/SPR,Role_25/SPR,SPORT_25/SPR,Sport_25/SPR,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FIRST_GEN,RETURN?,RETURN_BIN,CONDITIONAL_ADMITS,PELL,ADMIT_STATUS,STA_FED_COHORT_GROUP,STATE,GRADS,PRIMARY_MAJOR,Membrshp Start Dt,Membrshp End Dt,years_org,SPORT_COUNT,INSTATE,RETENTION_BIN,INSTATE_BIN,PERSISTANCE_SO_JR_BIN,PERSISTANCE_JR_SR_BIN,ETHNICITY_BIN,RACE_BIN,GENDER_BIN,CONDITIONAL_ADMITS_BIN,FOOTBALL_BIN,FINAL_GPA
431326,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,3.421,YES,UND,0,,,,,SO,3.514,YES,UND,0,,,,,SO,3.618,YES,THE,0,,,,,JR,3.635,YES,THE,0,,,,,JR,3.712,YES,THE,0,,,,,SR,3.733,YES,THE,0,,,,,SR,3.733,YES,THE,1,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/20/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,THE,,,,0,In State,1,0,1,1,0,0,1,0,0,3.733
431427,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWBB,W Basketball,,FR,2.6,NO,UND,0,Member,AWBB,W Basketball,,SO,2.633,NO,ENG,0,Member,AWBB,W Basketball,,SO,2.385,NO,ENG,0,Member,AWBB,W Basketball,,SO,2.471,NO,ENG,0,Member,AWBB,W Basketball,,JR,2.476,NO,ENG,0,Member,AWBB,W Basketball,,JR,2.612,NO,ENG,0,Member,AWBB,W Basketball,,SR,2.797,NO,ENG,1,Member,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,3/25/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,CO,YES,ENG,8/1/2020,5/1/2022,1.75,1,Out of State,1,1,1,1,0,0,1,0,0,2.797
431457,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,3.54,NO,HIS,0,,,,,SO,3.67,NO,HIS,0,,,,,SO,3.74,NO,HIS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,7/15/2001,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,HIS,,,,0,In State,1,0,0,0,0,0,1,0,0,3.74
431480,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,ASGS,Shotgun Sports,,FR,3.746,NO,EGR,0,Varsity,ASGS,Shotgun Sports,,SO,3.797,NO,EGR,0,Varsity,ASGS,Shotgun Sports,,SO,3.687,NO,EGR,0,Varsity,ASGS,Shotgun Sports,,JR,3.7,NO,EGR,0,Varsity,ASGS,Shotgun Sports,,JR,3.745,NO,EGR,0,Varsity,ASGS,Shotgun Sports,,SR,3.777,NO,EGR,0,Varsity,ASGS,Shotgun Sports,,SR,3.809,NO,EGR,1,Varsity,ASGS,Shotgun Sports,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/15/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,TN,YES,EGR,8/1/2020,,,1,Out of State,1,1,1,1,0,0,0,0,0,3.809
431689,,,,,,,,,,,,,,,,,,,,JR,0,NO,UND,0,Varsity,AVOL,Volleyball,,JR,3.32,NO,ENGLA,0,Varsity,AVOL,Volleyball,,SR,3.612,NO,ENG,0,Varsity,AVOL,Volleyball,,SR,3.672,NO,ENG,1,Varsity,AVOL,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,8/18/1999,20/FAL,NO,Graduated,0,NO,YES,TR,,NE,YES,ENG,8/1/2020,5/1/2022,1.75,1,In State,0,0,0,1,0,0,1,0,0,3.672
431692,,,,,,,,,,,,,,,,,,,,JR,0,NO,ELED,0,Varsity,AWBB,W Basketball,,JR,4,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,4,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,4,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,4,NO,ELED,0,Varsity,AWBB,W Basketball,,SR,4,NO,ELED,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,11/7/1999,20/FAL,NO,Graduated,0,NO,NO,TR,,NE,YES,ELED,8/1/2020,5/1/2022,1.75,1,In State,0,0,0,1,0,0,1,0,0,4
431768,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,SO,2.944,NO,SSI,0,Member,AWRE,M Wrestling,,SO,2.874,NO,SSI,0,Member,AWRE,M Wrestling,,JR,2.83,NO,SSI,0,Member,AWRE,M Wrestling,,JR,2.94,NO,SSI,0,Member,AWRE,M Wrestling,,JR,2.742,NO,HIS,0,Member,AWRE,M Wrestling,,SR,2.692,NO,HIS,0,Member,AWRE,M Wrestling,,SR,2.649,NO,HIS,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,HIS,WH,,,M,2/29/2000,20/FAL,NO,Graduated,0,NO,YES,TR,,NE,YES,HIS,8/1/2020,5/1/2024,3.75,1,In State,1,0,1,1,1,0,0,0,0,2.649
431781,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AVOL,Volleyball,,SO,3.2,NO,IST,0,Member,AVOL,Volleyball,,SO,3.5,NO,IST,0,Member,AVOL,Volleyball,,JR,3.571,NO,IST,0,Member,AVOL,Volleyball,,SR,3.617,NO,IST,0,Member,AVOL,Volleyball,,SR,3.635,NO,IST,1,Member,AVOL,Volleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,8/25/2000,20/FAL,NO,Graduated,0,NO,YES,TR,,NE,YES,IST,8/1/2020,2/1/2021,0.5,1,In State,1,0,1,1,0,0,1,0,0,3.635
431813,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/12/2001,20/FAL,NO,Left,1,YES,NO,FR,20-21,NE,,UND,11/1/2020,12/1/2020,0.08,1,In State,0,0,0,0,0,0,0,1,0,0
431818,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AFBA,Football,,FR,2.06,NO,SSI,0,Varsity,AFBA,Football,,FR,2.324,NO,SSI,0,Varsity,AFBA,Football,,SO,2.418,NO,AGR,0,Varsity,AFBA,Football,,SO,2.329,NO,AGR,0,Varsity,AFBA,Football,,JR,2.369,NO,AGR,0,Varsity,AFBA,Football,,SR,2.538,NO,AGR,0,Varsity,AFBA,Football,,SR,2.555,NO,AGR,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/29/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,AGR,8/1/2020,,,1,In State,1,0,1,1,0,0,0,0,1,2.555
431826,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Varsity,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,11/13/2001,20/FAL,YES,Left,1,YES,NO,FR,20-21,NE,,UND,8/1/2020,12/12/2020,0.36,1,In State,0,0,0,0,0,0,0,1,0,0
431833,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AFBA,Football,,FR,2.027,NO,EXSCI,0,Member,AFBA,Football,,SO,2.172,NO,EXSCI,0,Member,AFBA,Football,,SO,1.844,NO,EXSCI,0,Member,AFBA,Football,,JR,2.086,NO,EXSCI,0,Member,AFBA,Football,,,,,,,,,,,JR,2.169,NO,EXSCI,0,Member,AFBA,Football,,SR,2.3,NO,EXSCI,0,Member,AFBA,Football,,SR,2.333,NO,EXSCI,1,Member,AFBA,Football,,,,,,,,,,NHS,BL,,,M,9/6/2001,20/FAL,NO,Left,1,NO,YES,FR,20-21,TX,,EXSCI,8/1/2020,,,1,Out of State,1,1,1,1,0,1,0,0,1,2.333
431838,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,3.421,YES,ENGLA,0,,,,,SO,3.059,YES,ENGLA,0,,,,,SO,3.128,YES,ENGLA,0,,,,,JR,3.206,YES,ENGLA,0,,,,,JR,3.148,YES,ENGLA,0,,,,,SR,3.058,YES,ENGLA,0,,,,,SR,3.124,YES,ENGLA,1,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,3/25/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,ENGLA,,,,0,In State,1,0,1,1,0,0,1,0,0,3.124
431841,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMIT,M Indoor Track,,FR,2.86,NO,PEHTH,0,Member,AMIT,M Indoor Track,,FR,2.763,NO,PEHTH,0,Member,AMIT,M Indoor Track,,SO,2.828,NO,EXSCI,0,Member,AMIT,M Indoor Track,,SO,2.904,NO,EXSCI,0,Member,AMIT,M Indoor Track,,JR,3.011,NO,EXSCI,0,Member,AMIT,M Indoor Track,,JR,2.91,NO,EXSCI,1,Member,AMIT,M Indoor Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,,,M,1/17/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,TX,,EXSCI,11/1/2021,6/1/2023,1.58,1,Out of State,1,1,1,0,0,1,0,0,0,2.91
431892,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWBB,W Basketball,,FR,4,NO,BUS,0,Member,AWBB,W Basketball,,SO,4,NO,BUS,0,Member,AWBB,W Basketball,,SO,4,NO,BUS,0,Member,AWBB,W Basketball,,JR,4,NO,BUS,0,Member,AWBB,W Basketball,,JR,4,NO,BUS,0,Member,AWBB,W Basketball,,SR,4,NO,BUS,0,Member,AWBB,W Basketball,,SR,4,NO,BUS,1,Member,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,11/1/2001,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,BUS,8/1/2020,5/1/2021,0.75,1,In State,1,0,1,1,0,0,1,0,0,4
432030,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,3.2,NO,PSY,0,,,,,SO,2.9,NO,PSY,0,,,,,SO,2.976,NO,PSY,0,,,,,JR,3.048,NO,PSY,0,,,,,JR,3.154,NO,PSY,0,,,,,SR,3.267,NO,PSY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,9/10/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,PSY,,,,0,In State,1,0,1,1,0,0,1,0,0,3.267
432038,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AFBA,Football,,FR,2.65,NO,EGR,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,,,M,1/8/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,TX,,EGR,8/1/2020,5/1/2021,0.75,1,Out of State,0,1,0,0,0,1,0,0,1,2.65
432231,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AFBA,Football,,FR,1.315,NO,HIS,0,Varsity,AFBA,Football,,FR,2.222,NO,HIS,0,Varsity,AFBA,Football,,SO,2.274,NO,HIS,0,Varsity,AFBA,Football,,SO,2.558,NO,EXSCI,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AN,WH,,M,6/11/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,TX,,EXSCI,8/1/2020,12/1/2022,2.33,1,Out of State,1,1,0,0,0,0,0,0,1,2.558
432252,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AFBA,Football,,FR,3.64,NO,EXSCI,0,Varsity,AFBA,Football,,SO,3.76,NO,EXSCI,0,Varsity,AFBA,Football,,SO,3.733,NO,EXSCI,0,Varsity,AFBA,Football,,JR,3.731,NO,EXSCI,0,Varsity,AFBA,Football,,JR,3.776,NO,EXSCI,0,Varsity,AFBA,Football,,SR,3.719,NO,EXSCI,0,Varsity,AFBA,Football,,SR,3.722,NO,EXSCI,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/19/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,TX,YES,EXSCI,8/1/2020,5/1/2023,2.75,1,Out of State,1,1,1,1,0,0,0,0,1,3.722
432260,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,ASOC,M Soccer,,FR,4,NO,HSI,0,Varsity,ASOC,M Soccer,,SO,4,NO,HSI,0,Varsity,ASOC,M Soccer,,SO,3.938,NO,HSI,0,Varsity,ASOC,M Soccer,,JR,3.876,NO,HSI,0,Varsity,ASOC,M Soccer,,SR,3.885,NO,HSI,0,Varsity,ASOC,M Soccer,,SR,3.901,NO,HSI,0,Varsity,ASOC,M Soccer,,SR,3.886,NO,HSI,1,Varsity,ASOC,M Soccer,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,9/24/2001,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,HSI,8/1/2020,6/1/2024,3.84,1,In State,1,0,1,1,0,0,0,0,0,3.886
432367,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AFBA,Football,,FR,2.385,NO,GRD,0,Varsity,AFBA,Football,,FR,2.2,NO,GRD,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,WH,,M,4/25/2001,20/FAL,NO,Left,1,NO,YES,FR,20-21,CO,,GRD,8/1/2020,12/1/2021,1.33,1,Out of State,0,1,0,0,0,0,0,0,1,2.2
432382,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Varsity,AFBA,Football,,JR,3.94,NO,ACC,0,Varsity,AFBA,Football,,JR,3.874,NO,ACC,0,Varsity,AFBA,Football,,SR,3.92,NO,ACC,0,Varsity,AFBA,Football,,SR,3.94,NO,ACC,0,Varsity,AFBA,Football,,SR,3.938,NO,ACC,0,Varsity,AFBA,Football,,SR,3.939,NO,ACC,0,Varsity,AFBA,Football,,SR,3.946,NO,ACC,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,7/17/2001,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,TX,YES,ACC,8/1/2020,,,1,Out of State,0,1,1,1,0,0,0,0,1,3.946
432537,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AFBA,Football,,FR,0.35,NO,BUS,1,Member,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/12/2002,20/FAL,YES,Left,1,YES,NO,FR,20-21,NE,,BUS,8/1/2020,5/1/2021,0.75,1,In State,0,0,0,0,0,0,0,1,1,0.35
432542,,,,,,,,,,,,,,,,,,,,JR,0,NO,SOC,0,Varsity,AWBB,W Basketball,,JR,3.629,NO,SOC,1,Varsity,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,,,F,12/16/1999,20/FAL,NO,Left,1,NO,YES,TR,,NE,,SOC,8/1/2020,5/1/2021,0.75,1,In State,0,0,0,0,0,1,1,0,0,3.629
432558,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Varsity,AMBB,M Basketball,,JR,2.12,NO,BUS,0,Varsity,AMBB,M Basketball,,JR,2.511,NO,STRCM,0,Varsity,AMBB,M Basketball,,SR,2.638,NO,STRCM,0,Varsity,AMBB,M Basketball,,SR,2.7,NO,STRCM,1,Varsity,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,10/27/1999,20/FAL,NO,Graduated,0,NO,NO,TR,,IA,YES,STRCM,8/1/2020,6/1/2023,2.83,1,Out of State,0,1,1,1,0,0,0,0,0,2.7
432835,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,4/25/2002,20/FAL,NO,Left,1,YES,NO,FR,20-21,NE,,UND,8/1/2020,12/1/2020,0.33,1,In State,0,0,0,0,0,0,0,1,1,0
433005,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,1.74,NO,BIO,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,6/23/2002,20/FAL,YES,Left,1,NO,YES,FR,20-21,WA,,BIO,8/1/2020,12/16/2020,0.38,1,Out of State,0,1,0,0,0,0,0,0,0,1.74
433023,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Varsity,ASOC,M Soccer,,JR,3.25,NO,UND,1,Varsity,ASOC,M Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,,,,M,9/23/2000,20/FAL,NO,Left,1,NO,NO,TR,,NE,,UND,8/1/2020,5/1/2021,0.75,1,In State,0,0,1,0,1,1,0,0,0,3.25
433084,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,1.807,NO,EGR,0,Member,AWRE,M Wrestling,,FR,2.754,NO,EGR,0,Member,AWRE,M Wrestling,,SO,2.695,NO,EGR,0,Member,AWRE,M Wrestling,,SO,2.698,NO,EGR,0,Member,AWRE,M Wrestling,,JR,2.812,NO,EGR,0,Member,AWRE,M Wrestling,,JR,2.492,NO,EGR,0,Member,AWRE,M Wrestling,,SR,2.3,NO,EGR,0,Member,AWRE,M Wrestling,,SR,2.454,NO,EGR,1,Member,AWRE,M Wrestling,,,,,,,,,,NHS,WH,,,M,9/18/2001,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,GA,YES,EGR,8/1/2020,12/16/2020,0.38,1,Out of State,1,1,1,1,0,0,0,0,0,2.454
433145,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,5/10/2002,20/FAL,YES,Left,1,NO,NO,FR,20-21,OR,,UND,8/1/2020,12/16/2020,0.38,1,Out of State,0,1,0,0,0,0,0,0,0,0
433152,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AWRE,M Wrestling,,FR,3.54,NO,EVS,0,Varsity,AWRE,M Wrestling,,SO,3.586,NO,BIO,0,Varsity,AWRE,M Wrestling,,SO,3.598,NO,BIO,0,Varsity,AWRE,M Wrestling,,JR,3.608,NO,BIO,0,Varsity,AWRE,M Wrestling,,JR,3.651,NO,BIO,0,Varsity,AWRE,M Wrestling,,SR,3.641,NO,BIO,0,Varsity,AWRE,M Wrestling,,SR,3.636,NO,BIO,1,Varsity,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,NHS,BL,,,M,12/17/2001,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,GA,YES,BIO,8/1/2020,5/1/2024,3.75,1,Out of State,1,1,1,1,0,1,0,0,0,3.636
433224,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AWBB,W Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,6/14/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,NE,,UND,8/1/2020,12/1/2020,0.33,1,In State,0,0,0,0,0,0,1,0,0,0
433263,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,2.694,NO,EGR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AN,WH,,M,8/4/2000,20/FAL,YES,Left,1,NO,YES,FR,20-21,OH,,EGR,,,,0,Out of State,0,1,0,0,0,0,0,0,0,2.694
433305,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/3/2002,20/FAL,YES,Left,1,NO,YES,FR,20-21,KS,,UND,8/1/2020,12/16/2020,0.38,1,Out of State,0,1,0,0,0,0,0,0,0,0
433311,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,ASOC,M Soccer,,FR,3.26,NO,BUS,0,Varsity,ASOC,M Soccer,,SO,3,NO,BUS,0,Varsity,ASOC,M Soccer,,SO,3.067,NO,BUS,1,Varsity,ASOC,M Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/19/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,TX,,BUS,8/1/2020,5/1/2022,1.75,1,Out of State,1,1,0,0,0,0,0,0,0,3.067
433340,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIS,WH,,,M,1/29/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,LA,,UND,8/1/2020,12/16/2020,0.38,1,Out of State,0,1,0,0,1,0,0,0,0,0
433346,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,1.9,NO,UND,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,BL,,,M,4/27/2002,20/FAL,YES,Left,1,YES,YES,FR,20-21,GA,,UND,8/1/2020,5/1/2021,0.75,1,Out of State,0,1,0,0,0,1,0,1,0,1.9
433349,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AWRE,M Wrestling,,FR,1.1,NO,EGR,0,Varsity,AWRE,M Wrestling,,FR,1.764,NO,EGR,0,Varsity,AWRE,M Wrestling,,SO,2.163,NO,EGR,1,Varsity,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,AS,HP,WH,M,6/13/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,HI,,EGR,8/1/2020,5/1/2022,1.75,1,Out of State,1,1,0,0,0,0,0,0,0,2.163
433411,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,3.015,NO,SOC,0,Member,AWRE,M Wrestling,,FR,3.015,NO,SOC,1,Member,AWRE,M Wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,8/14/2001,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,SOC,8/1/2020,6/1/2021,0.83,1,In State,0,0,0,0,0,0,0,0,0,3.015
